Timestamp,Please enter your worker ID,Please enter the verification code you received from the interface ,"Independent of its fluency, how helpful was having access to the AI Assistant compared to not having access?",How easy was it to interact with the AI Assistant?,How clear (or fluent) were the responses from the AI Assistant?,What adjectives would you use to describe the AI Assistant?,"Did the way you chose to interact with the AI Assistant change over the course of answering questions? If so, how?",Any feedback or comments?,Why did you find the AI Assistant helpful  or unhelpful? 
6/12/2022 14:26:57,d652634d1ab237345eb210ec91c72d7e,ef24b7284cf14376b331db74c45dbd1b,4,4,3,"Helpful, Knowledgable","I started off by copy/pasting the questions, but then tried to ask the questions in ways that were framed more towards the possible answers to make it easier to find the correct answer.",None,"I think once I figured out how to better use the AI Assistant, I was able to get more clear answers."
6/12/2022 14:27:08,c7d03f15bc793f415ade3a4cacbe098a,5214aceb401844c08017f60691a22ba1,3,3,1,yes,done for us,any thinh us well doon,well
6/12/2022 14:27:42,fa17e67b66d772c4092cf3c4fdb0cb25,85ae1812040e4eec8b7e8b84168ce4b4,4,5,3,"Simple, intuitive and efficient.",It did not. I typed as I would in a normal search engine to receive my desired results.,This was an interesting study to take part in.,It generally gave the correct response I was looking for within the first or second query.
6/12/2022 14:31:13,edb6866c06c3ad8d9369ca89e4376d99,4ef7b557329f4ab297a721280944aafd,5,5,4,"useful, smart, helpful","Yes, I asked more direct questions as the task went on. I sometimes rephased the question in a more direct way. ",None,"Although the AI assistant didn't know the right answers to every question, it often provided useful information. It also didn't take that long for me to ask the assistant questions. "
6/12/2022 14:32:37,a15a9fa63bc6a3ad417c1f19873d5280,5a516f8d57b9433fbd0dcfff274001a3,4,3,4,a little bit reliable,Yes. Just input the question directly without any changes.,none,"Sometimes, the AI Assistant can provide effective answers but needs multiple tries."
6/12/2022 14:34:02,88934e127c6fc7e2bafa0d3057f36a2d,cfe25d3835ac44e585a47bc2104fb0c7,3,4,2,"responsive, helpful, available.",Yes,N/A,"Because when I needed help, the responses sometimes don't seems to relate."
6/12/2022 14:40:10,66a6a46b242ef997c761d2765b659ce4,5600c80efb934fce817e7e11b0c4f70d,5,5,3,"useful tool, good support",I think so.  I had to rephrase questions to get the specific answer I wanted.,"I thought sometimes the AI didn't understand what I was asking, or it gave answers that weren't worth anything to me.",It answered questions that I could not have answered on my own!
6/12/2022 14:41:02,dd4c82db971a55cb8822f7bc9062f44a,69918d5570c648e5af0e18aa9afed51e,5,5,5,"knowledgable, helpful",No,n/a,It provided enough info to answer the question without giving a direct answer.
6/12/2022 14:42:50,adc21a46888fbaf24d5bf3de988c09ed, 6a86934ca491478486a3173e3b1e832e,3,4,3,"quick, responsive, descriptive",No,,I found the AI somewhat helpful with some of the answers because it gave me a better idea of what the answer was with some of the questions I asked
6/12/2022 14:51:55,e16ba917344c1a1d840cf4c2709667c8,0fc556c2944d4dc89249b52817307de9,3,2,2,"Bumbling, incompetent, unthinking, rote","It seemed like providing an unfinished sentence as a prompt often provided more useful results than a simple question. If the question and the answer choices were both given in a prompt, the AI was likely to simply return that text as quoted somewhere (like from a test with that exact question) but without any meaningful answer.","After the attention check question, the ability to use the AI assistant never returned for the remaining questions (the last 4 or 5). I think this may have been an error, but there was nothing I could do to get it back without breaking the rules by trying to refresh the page, so I didn't.","As far as I could tell, the AI assistant frequently just regurgitated chunks of text from the web associated with with key words or phrases in the given query/prompt. Not seeming to have any real understanding of the input text, these generated responses were frequently *related* to the input but not *relevant*. It also took long enough to respond to each prompt that the lag slowed things down a bit."
6/12/2022 14:52:36,866f956f1b93da87d3aac92013a10578,cc11d9c4acd74a8499c2c6a8c69d638e,5,5,4,"knowledgeable, worldly, precise, technical, amazing, complete, easy, interact-able, helpful  ","No, I only got one field to interact with the AI so hoping that was the way it was supposed to go",None,It pretty much answered my question so that I was indeed able to verify what I thought the answer was myself.
6/12/2022 15:04:31,c2c9abfa20eac58e3c1724b6bd7aa46d,b3fcb812147843dbb10d94ed16973ce8,5,5,4,Helpful,No.,No,It was able to help me answer some of the questions.
6/12/2022 15:04:35,181af1bbc0e776863f0bde69c0544b57,4968907a12cb42c1bb74953657fd45e0,4,4,4,"interesting, fun",no,no,It was okay with its help
6/12/2022 15:20:49,cf8b87f2c1e9f3e605dc8b468c766faf,c7b4f0daa9564d89a0ea0ba80467bae8,3,4,5,"Quick, detailed, comprehensive, resourceful","Sometimes, when I felt that the response that the AI assistant gave me was too generalized, I tried to shorten or rephrasing the question so that I could draw out a more specific answer from the AI.",I have no other feedback or comments to make.,"Sometimes I found the AI assistant helpful, while other times I did not. When I did not find the assistant helpful, it was usually because the information provided in response to my query was too generalized and not specific enough for me to answer the question."
6/12/2022 15:26:56,82321fe5a2fae1675602f48f2d7c0d04,78aadb9f7a1344538068684b660418e9,4,3,3,"Helpful, Smart",No,No.,I would have never known the answers otherwise.
6/12/2022 15:30:31,a5891e7070afd5459133c469fa030d73,ed0a40643e2e4968a402b7e4084514ec,5,4,4,"Useful, Knowledgeable, Prompt","No, my interaction did not change over time. ",,The AI Assistant was helpful in that it was able to return the answers to my query in such a way that I was able to find the answers to what I was asking depending on how specific I was.
6/12/2022 15:52:18,528c85410f14196fe1b9086ac8702f5e,a080a241dd174c2f9d1daa5f05fc4c6f,4,4,4,capable,"no, it didn't change",engaging survey,it gave an insight to what I asked
6/12/2022 15:57:59,6143d072d2fc692ee8c78c787cd56d94,7cd14884a482475d96e0226d4d53842c,2,2,3,"laggy, slow, prolix",I just used it once and not again since it was too slow,,it took far too long to answer and was too detailed
6/12/2022 16:12:35,85f0641012d5b638520e7b01eedfc33c,0c5b294d3d334bc9b60bafbc35d7fd46,3,4,4,"smart, knowledgeable",It didn't change.,I don't have any comments.,It was helpful because it was able to give me some good hints most of the time.
6/12/2022 16:16:09,9975f4a434d8730efd26a70ce40d7149,9498fb4434424ebcbccd0a42069e7850,5,5,5,kind and involved ,no it was just right,,helpful  
6/12/2022 16:16:57,d8e15916dd3622a9820f3e5125c5f37e,c1e9ae53c52f40a3b0462088b16e27be,1,4,2,obscure.  Not like google.  Google would have been better,"Well, at the end it told me that the AI was dismantled",I think that maybe it was broken because it says the the AI is disabled and I was worried if I refreshed it would take me to the beginning because it said this at one point. ,there were only a couple of ones that were helpful
6/12/2022 16:18:10,71b0d3824285d172ba7a4f924ad0f85e,bfe8de4321d0444d9ee037a525e1de2d,5,5,5,"interesting, fun",I asked as if I knew it would answer,"This was fun, thanks! Good luck with your research.",It helped me instantly all but one time
6/12/2022 16:23:56,0287c203fcb32d6e37d3bdc5b8610b7b,1df7666d6c994fc09c05641792d8d26e,4,4,3,"helpful, eager, hard working",I tried to make my questions more specific to make it easier for the AI assistant to answer.,"Overall, I liked using the AI assistant and I wish I had access to the AI for some of the other questions.","For several questions the answers I received were very concise and clear. For others, it was clear the AI assistant didn't know what I was asking. It may have been because of the way I phrased my question."
6/12/2022 16:28:26,798f683b999d6fd2c8a0c09bd8bb2e8a,d2c3789d02604754a8055510a9972d48,5,5,5,involved,no,,helpful  
6/12/2022 16:41:24,44c83a0a411ea747b26269754bdc01ff,A19O7OCARDFGDS,3,3,1,"ok to use, breaks pretty easily ",I tried to find the keywords that best fit the questions so that I could find the answers.,The interface stopped working on the last question and would not let me submit to get the code! I tried everything to get the code but the whole button disappered. ,The AI stopped working on the last question and would not let me get to the button to submit it!
6/12/2022 16:55:38,06db3a20e2e141f06c0b44d25b91d66d,3299275f25214981a19362c06738fbf0,3,4,4,None,Nothing,good,None
6/12/2022 16:56:40,8dca0e1ad9c94a84d8ed48eb86fdc343,535d341b5ec344ee9b9ffba55b835565,4,4,5,it was so good i think.,no,awesome,its really helpfull
6/12/2022 17:24:07,1caadf3c1fd81500c6406f2ebe668eb4,146b368ca29a43d1bd9044104bd9eaa9,3,4,4,"HELPFUL, INTELLIGENT",i don't think it changed very much at all.,"none, worked fine for me.",IT MADE ENOUGH SUGGESTIONS TO COVER EVERYTHING MOSTLY
6/12/2022 17:25:05,91487fa119b3b13384e59ddec61d656c,6be268eb4181403e818d91244df93a9f,3,5,3,"easy to type something for the AI to respond to, difficult in getting a useful answer",i think i was able to find correct answers on the questions with AI enabled except for clinton's policy on russian economy which i answered on my own after a lot of trying to get a useful answer and not finding the right thing to ask.,"AI is going to have to be way more useful if i am to use it.  I think at this stage, having suggested commands such as when using alexa is what makes AI more useful than not.",it took finding the right thing to ask the AI to get a useful response
6/12/2022 17:50:01,57e65a23c098bda4aeff1537b147c265,568c6560d1564ffcb0efb7c7e691a9a4,5,5,4,resourceful,"Yes, It became easier answering the questions",no,It saves time
6/12/2022 18:41:10,3b54ca70616b9ce78735569d32dd3f12,3414cd9134af4a4586ca0728b168c1e7,2,5,2,"inconclusive, user-friendly, interesting, and inexact.","Yes, I tried to tighten up my queries, i.e. use fewer keywords",No.,My keyword entries did not trigger conclusive answers.
6/12/2022 18:41:55,376317d1319c818a264b7abfccd8b403,d936faddccd84a42ae3c7fb9107a5092,2,4,2,unhelpful,"Yes, I tried to reword the sentences in the interaction to get the AI to be more helpful.",no,"In a majority of the questions, the AI did not add anything useful in assistance to answer the questions."
6/12/2022 18:43:22,f7d0217162695e8eb94078cddbd7a72e,282b7d8b0a47457a8105caf085643f21,3,2,3,ambiguous; limited; incomplete; repetitive/redundant,"Yes, I found it a little confusing on the first response. It repeated my question and offered little more. I think that was due to my ineffective questions though.","If the window with the AI response was larger, I would have found the AI more useful. I didn't feel I could communicate adequately because of the limited window for text (maybe it was just my display?). But I found this quite interesting and I appreciate the opportunity to participate. Thank you.","The window of text response provided by the AI was small/limited and hard to read, and it appeared that some of the text was cut off (I don't think I was able to see the entire response, even when I zoomed in/out it was cut off)"
6/12/2022 19:32:14,07fe92ca1884504de0963351a10d4811,58573231026445d1983e4080a9dc39ca,4,4,3,"Programmed, unaware, and rigid",I determined that I had to provide the AI with a sentence to complete if I wanted to get a useful answer.,,The AI helped me determine the correct answer for all of the questions where I was able to use it. It was a bit irritating to have to to ask it the exact right question to get a useful answer.
6/12/2022 21:01:43,9057a95ad7e33e288c5c98bfdb9e46e3,3c08d5f00055416e86acc96da224f85b,3,3,4,Helper,No,Good,It gives some information
